event_date,season,event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
03/09/2022,rainy,KEN8322,03/09/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya); Marakwet Ethnic Group (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Arror,Kombases,1.0916,35.6289,Daily Nation (Kenya),"On 9 March 2022, suspected Pokot pastoral militia attacked Kombases village (Marakwet West, Elgeyo Marakwet). The militia injured one man from the Marakwet pastoral ethnic group, before making away with an unknown number of livestock.",0
03/07/2022,rainy,KEN8295,03/07/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,Star (Kenya),"On 7 March 2022, suspected pokot militia attacked the Kapkosum area of Mochongoi (Baringo). Casualties unknown.",0
03/05/2022,rainy,KEN8283,03/05/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,Star (Kenya); Daily Nation (Kenya),"On 5 March 2022, suspected Pokot militia attacked Duka Moja village, near Mochongoi (Kisanana, Baringo). One person was killed while two others sustained gunshot injuries during the incident.",1
03/04/2022,rainy,KEN8276,03/04/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Marigat,Mochongoi,Kasiela,0.4279,36.2146,Opera News (Kenya),"On 4 March 2022, suspected Pokot ethnic militia shot and killed 4 civilian pastoralist and stole unknown number of livestock in Kasiela (Marigat, Baringo county). No further information.",4
03/04/2022,rainy,KEN8307,03/04/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Labour Group (Kenya),Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,Daily Nation (Kenya),"On 4 March 2022, suspected Pokot pastoral militia ambushed and killed a milk vendor and his pillion passenger (both riding a vehicle), at Duka Moja village, near Mochongoi (Mogotio, Baringo). The motive of the attack is unknown.",2
03/03/2022,rainy,KEN8308,03/03/2022,2022,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Degodia Ethnic Group (Kenya); Labour Group (Kenya),Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,Daily Nation (Kenya); NTV (Kenya),"On 3 March 2022, suspected Borana ethnic militia shot and killed one ethnic Degodia lorry driver near Archers Post (Samburu East, Samburu county). The motive was due to retaliatory attack.",1
03/02/2022,rainy,KEN8268,03/02/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya),Kenya,Baringo,Marigat,Mochongoi,Sinoni,0.4074,36.2005,Kenya Broadcasting Corporation; NTV (Kenya); Citizen (Kenya),"Around 2 March 2022 (as reported), suspected Pokot militia attacked Sinoni area (Marigat, Baringo county). One person, a 16-year-old, form 3 student was killed and unknown number of animals stolen.",1
03/02/2022,rainy,KEN8290,03/02/2022,2022,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Degodia Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,Daily Nation (Kenya),"On 2 March 2022, suspected Borana ethnic militia shot and killed two ethnic Degodia pastoralists in the Attan area of Ngeramara (Isiolo). The motive was due to retaliatory attack",2
02/28/2022,dry,KEN8259,02/28/2022,2022,Violence against civilians,Attack,Degodia Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Borana Ethnic Group (Kenya),Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Daily Nation (Kenya),"On 28 February 2022, suspected Degodia pastoral militia ambushed and killed two men from the Borana ethnic group at Lakole village in Merti (Merti, Isiolo county). The motive of the attack remains unknown.",2
02/28/2022,dry,KEN8255,02/28/2022,2022,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,K24; Somali Memo,"On 28 February 2022, suspected Al Shabaab millitant shot and killed an assistant chief on his way home, at Hargasu area, 8KM from Mandera town (Mandera East, Mandera County).",1
02/24/2022,dry,KEN8258,02/24/2022,2022,Violence against civilians,Sexual violence,UDA: United Democratic Alliance,,3,Civilians (Kenya),Women (Kenya),Kenya,Kitui,Kitui East,Mutitu,Mutitu,-1.2259,38.19,Daily Nation (Kenya),"On 24 February 2022, a female MCA member accused two men known to her (presumed UDA members) for indecently assaulting and shoving her during a UDA rally at the Mutito alias Mutitu (Kitui East, Kitui county). Police are investigating the claims. [women targeted: politicians]",0
02/23/2022,dry,KEN8207,02/23/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kabetwa,1.15,35.6245,Kenya Standard,"Around 23 February 2022 (as reported), suspected Pokot militia opened fire on herders, killing 3, near Kabetwa (Marakwet East, Elgeyo Marakwet). 2 herders sustained gunshot wounds.",3
02/21/2022,dry,KEN8206,02/21/2022,2022,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Star (Kenya),"On 21 February 2022, unidentified militia, riding on a motorbike, shot and killed a police officer [assumed off duty] in Marsabit town (Saku, Marsabit county). The motive of the attack is unknown",1
02/21/2022,dry,KEN8343,02/21/2022,2022,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),UDA: United Democratic Alliance,Kenya,Nairobi,Dagoretti North,Kabiro,Kawangware,-1.2828,36.7517,Daily Nation (Kenya),"Around 21 February 2022 (between 19 February - 24 February), armed men who identified themselves as police officers abducted a UDA party grassroots' mobiliser in Kawangware (Kabiro, Nairobi). His body was later found in the Nyeri river. Location coded as Kawangware (Nairobi).",1
02/20/2022,dry,KEN8225,02/20/2022,2022,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Star (Kenya),"On 20 February 2022, unidentified militia, attacked and killed a community elder within Marsabit (Saku, Marsabit county). The motive of the attack is unknown.",1
02/19/2022,dry,KEN8195,02/19/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Teachers (Kenya); Catholic Christian Group (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,Star (Kenya),"On 19 February 2022, suspected armed Pokot militia shot and killed a teacher on his way home from a Sunday service at Kipyebo Catholic church near Tunyo (Marakwet East, Elgeyo Marakwet county) where he also served as a catechist.",1
02/18/2022,dry,KEN8193,02/18/2022,2022,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Health Workers (Kenya),Kenya,Mandera,Lafey,Fino,Fino,3.3711,41.4468,Star (Kenya); Daily Nation (Kenya),"On 18 February 2022, suspected Al Shabaab militants abducted three health workers in Fino (Lafey, Mandera county). Later, the militants let two health workers (locals) go before proceeding into Somalia, taking the remaining health worker (allegedly non-local) with.",0
02/17/2022,dry,KEN8158,02/17/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya); Teachers (Kenya); Labour Group (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,NTV (Kenya); Daily Nation (Kenya); K24,"On 17 February 2022, suspected Pokot armed militia attacked a school bus carrying students from Tot High School, from an academic trip along Arror-Tot road at Chesuman near Tunyo (Marakwet East, Elgeyo Marakwet. The driver was shot dead while six students and three teachers sustained gunshot wounds.",1
02/15/2022,dry,KEN8194,02/15/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,Star (Kenya),"On 15 February 2022, suspected Pokot militia attacked Ng'aratuko village [coded to Ngaratuko, Baringo North, Baringo county], killing one man and stealing 341 animals in a suspected retaliation attack in Loruk (coded separately).",1
02/12/2022,dry,KEN8157,02/12/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya); Turkana Ethnic Group (Kenya),Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,Opera News (Kenya); Kenya Standard,"On 12 February 2022, suspected Pokot pastoralist militia ambushed Turkana herders grazing livestock in Kainuk (Turkana South, Turkana County). One herder was shot dead and another one injured during the incident, as the militia made away with over 20 goats",1
02/05/2022,dry,KEN8125,02/05/2022,2022,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mombasa,Nyali,Mkomani,Nyali,-4.0525,39.6954,Opera News (Kenya),"On 5 February 2022, a police officer was engaged in a scuffle with a motorist in Nyali (Nyali , Mombasa county). The motorist strangled the officer to death. The incident allegedly happened following a scuffle after the slain officer stopped the motorist, asking for his driving licence.",1
02/05/2022,dry,KEN8124,02/05/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,Twitter; Citizen (Kenya),"On 5 February 2022, suspected Pokot militia shot and killed a motorcycle rider (boda boda) along the Lomelo-Kapedo road, near Kapendo (Tiaty, Baringo county).",1
02/05/2022,dry,KEN8129,02/05/2022,2022,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,West Pokot,Pokot North,Alale,Turkwel River,2.3,35.2333,Kenya Broadcasting Corporation,"On 5 February 2022, suspected Turkana militia staged a retaliatory attack against the Pokot community in Lokeke village near Turkwel River (Pokot North, West Pokot) and made away with more than 100 goats. Casualties unknown.",0
02/04/2022,dry,KEN8140,02/04/2022,2022,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Kilifi,Kilifi South,Shimo La Tewa,Mtwapa,-3.9499,39.745,Star (Kenya),"On 4 February 2022, 12 men, suspected to be police officers, abducted a 43-year-old carpenter, suspected to have links to terrorism, in Mtwapa (Kilifi South, Kilifi County).",0
02/04/2022,dry,KEN8122,02/04/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Women (Kenya),Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,K24; Citizen (Kenya); Twitter,"On 4 February 2022, presumed Pokot militia attacked Ewaso centre near Mukogodo (Laikipia North, Laikipia), killing one woman.",1
02/03/2022,dry,KEN8116,02/03/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,Twitter; Citizen (Kenya),"On 3 February 2022, about 20 suspected Pokot pastoralist militia attacked Karenyang and Ecolodge villages in Kainuk (Turkana South, Turkana). More than 3000 livestock were stolen and several people sustained injuries during the incident.",0
02/02/2022,dry,KEN8115,02/02/2022,2022,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Nairobi,Langata,Nairobi West,Nyayo National Stadium,-1.3042,36.8247,Kenya Broadcasting Corporation,"On 2 February 2022, seven men, with no uniforms, presumed to be police officers (and coded as such) abducted a businessman along muhoho road near Nyayo National Stadium (Langata, Nairobi county).",0
02/01/2022,dry,KEN8110,02/01/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Baringo,Marigat,Mochongoi,Sinoni,0.4074,36.2005,Star (Kenya),"On 1 February 2022, suspected Pokot militia attacked Sinoni village (Marigat, Baringo county), killing two brothers aged 29 and 26 years.",2
02/01/2022,dry,KEN8266,02/01/2022,2022,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),,4,Civilians (Kenya),Pastoralists (Kenya); Turkana Ethnic Group (Kenya),Kenya,Turkana,Turkana West,Nanaam,Nanam,4.3,34.68,Star (Kenya),"On 1 February 2022, presumed Toposa militia from South Sudan, attacked members of the Turkana ethnic group in Kapetadie within Nanam ward, coded as Nanam (Turkana West, Turkana county). 4 people were killed and 2 others injured, during the incident.",4
01/31/2022,dry,KEN8106,01/31/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Marigat,Marigat,Marigat,0.4667,35.9833,Star (Kenya),"On 31 January 2022, suspected Pokot pastoralist militia, attacked herders watering animals at Arabal river near Marigat (Marigat, Baringo county). One person was killed; two others injured and close to 40 cattle stolen during the incident",1
01/28/2022,dry,KEN8084,01/28/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Sambirir,Chesoi,1.0708,35.5788,Citizen (Kenya); Kenya Standard; Facebook,"On 28 January 2022, suspected Pokot pastoralist militias shot and killed one man, near Chesoi, lower Sambirir ward (Marakwet East, Elgeyo Marakwet county). The motive of the killing remains unknown.",1
01/28/2022,dry,KEN8086,01/28/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Women (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kaben,1.2899,35.6266,Facebook; Kenya Standard; Citizen (Kenya),"On 28 January 2022, suspected Pokot pastoralist militias shot and killed two women in Chemwonyo village, within Kaben ward (Marakwet East, Elgeyo Marakwet county). The motive of the killing remains unknown.",2
01/27/2022,dry,KEN8081,01/27/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,Daily Nation (Kenya),"On 27 January 2022, suspected pokot pastoralist militias attacked Koibirir and Mogil areas near Chesongoch (Marakwet East, Elgeyo Marakwet County). On person was killed and an unknown number of livestock stolen.",1
01/26/2022,dry,KEN8079,01/26/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Kapyego,Kapsowar,1.1,35.5575,Daily Nation (Kenya),"On 26 January 2022, suspected pokot pastoralist militias attacked herders at the Koboilat area near Kapsowar (Marakwet East, Elgeyo Marakwet County). One person was killed during the incident.",1
01/25/2022,dry,KEN8166,01/25/2022,2022,Violence against civilians,Attack,Militia (Refugees/IDPs),Unidentified Armed Group (Kenya),3,Civilians (Burundi),Refugees/IDPs (Burundi),Kenya,Turkana,Turkana West,Kakuma,Kakuma Refugee Camp,3.7524,34.8301,IWACU,"On 25 January 2022, South Sudanese refugees in collaboration with unidentified local armed group allegedly attacked Burundi refugees in Kakuma Refugee Camp (Turkana West, Turkana).",0
01/18/2022,dry,KEN8066,01/18/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,Daily Nation (Kenya),"On 18 January 2022, suspected Pokot pastoralist militia attacked Kagir village near Ngaratuko (Baringo North, Baringo), and made away with more than 460 goats belonging to 10 families. There were no fatalities.",0
01/14/2022,dry,KEN8054,01/14/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,Kenya Broadcasting Corporation,"On 14 January 2022, presumed Pokot militia attacked civilian pastoralists in Lamaiywe in the Mochongoi area (Mogotio, Baringo), killing one man before setting his body and motorbike on fire. Several houses were also torched, forcing many residents to flee the area.",1
01/11/2022,dry,KEN8026,01/11/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,Star (Kenya),"On 11 January 2022, suspected Pokot pastoral militia attacked Kagir village near Ngaratuko (Baringo North, Baringo), and made away with at least 242 goats. There were no fatalities.",0
01/09/2022,dry,KEN8053,01/09/2022,2022,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Former Government of Kenya (2013-),Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,Daily Nation (Kenya); Star (Kenya),"On 9 January 2022, suspected Al Shabaab militants kidnapped two former councilors in Khorof Harar (Wajir East, Wajir). The abductees later managed to escape.",0
01/07/2022,dry,KEN8006,01/07/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Bartabwa,Bartabwa,0.8378,35.8099,Citizen (Kenya); Facebook,"On 7 January 2022, suspected Pokot armed militia raided Kesumet village near Bartabwa (Baringo North, Baringo) and killed one person and stole an unknown number of livestock.",1
01/07/2022,dry,KEN8011,01/07/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Tot,1.2,35.65,Facebook; Citizen (Kenya),"On 7 January 2022, suspected Pokot militia raided Murkutwa village near Tot (Marakwet East, Elgeyo Marakwet) and killed one person. An unknown number of livestock was stolen.",1
01/05/2022,dry,KEN8002,01/05/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,Star (Kenya),"Around 5 January 2022 (as reported), presumed Pokot pastoralists attacked villages near Tunyo (Marakwet West, Elgeyo Marakwet). Three people were seriously injured, including 2 students and were taken to the hospital.",0
01/05/2022,dry,KEN8004,01/05/2022,2022,Violence against civilians,Attack,Somali Ethnic Militia (Kenya),,4,Civilians (Kenya),Meru Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Meru,Tigania West,Akithii,Mweronkoro,0.2343,37.6211,Daily Nation (Kenya),"On 5 January 2022, suspected Somali ethnic militia staged a retaliatory attack in Mweronkoro village near (Tigania West, Meru) after Meru herders had driven their camels away from their farms. At least 6 people were killed.",6
01/04/2022,dry,KEN7996,01/04/2022,2022,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,Star (Kenya),"Around 4 January 2022, Al Shabaab militants abducted three wine tappers in Kibokoni area, Hindi division (Lamu West, Lamu). One man fled and filed the report at the police station. The bodies of were found later. Evidence suggests they were killed around the same day they were abducted.",2
01/04/2022,dry,KEN8095,01/04/2022,2022,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Baringo North,Saimo,Yatya,0.7879,35.9108,Star (Kenya),"On 4 January 2022, suspected Pokot pastoralist militia attacked Yatya (Yatia) village, Saimo (Baringo North, Baringo county), killing a 24-year-old herder.",1
01/03/2022,dry,KEN7991,01/03/2022,2022,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,Star (Kenya),"On 3 January 2022, suspected Al Shabaab militants attacked a village near Hindi (Lamu West, Lamu County). 1 person was killed, and 3 houses torched during the incident. 4 suspected Al Shabab militants were arrested by the police following the recent attacks in Lamu.",1
01/03/2022,dry,KEN7995,01/03/2022,2022,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Lamu,Lamu West,Witu,Witu,-2.3889,40.4382,VOA; Star (Kenya),"On 3 January 2022, suspected Al Shabaab militants attacked Witu area (Widhu Majembeni) (Lamu West, Lamu County). 6 fatalities reported, and several houses were torched during the incident.",6
01/01/2022,dry,KEN8052,01/01/2022,2022,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),Kenya,Nairobi,Embakasi Central,Kayole South,Kayole,-1.2775,36.9129,Kenya Standard,"Around 1 January 2022 (as reported), police shot and killed a young man (university student) and placed the body in the back of the car near Kayole (Embakasi Central, Nairobi County). The motive of the attack remains unknown.",1
01/01/2022,dry,KEN7987,01/01/2022,2022,Violence against civilians,Attack,Marakwet Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,West Pokot,Pokot Central,Lomut,Cheptulel,1.3223,35.607,NTV (Kenya),"On 1 January 2022, suspected Marakwet cattle rustlers attacked Cheptulel village (Pokot Central, West Pokot County). Four people were killed. No further details.",4
12/29/2021,rainy,KEN8094,12/29/2021,2021,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Daily Nation (Kenya),"On 29 December 2021, 12 men, with no uniform, suspecetd to be police officers (and coded as such) abducted a 21-year-old taxi driver, suspected of having links to terrorism, in Garissa (Garissa, Garissa County).",0
12/23/2021,rainy,KEN7977,12/23/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Labour Group (Kenya),Kenya,Machakos,Mwala,Makutano-Mwala,Mwala,-1.3667,37.4333,Star (Kenya),"On 23 December 2021, an unknown group identifying themselves as police officers abducted a trader near Mwala (Mwala, Machakos county). The motive of the abduction might be linked to Wajir clan politics. Other sources mention possible terror links.",0
12/22/2021,rainy,KEN7976,12/22/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Star (Kenya),"On 22 December 2021, an unidentified armed group (presumed from the neighboring pastoral communities) attacked a village near Merti (Merit, Isiolo County). Two people were killed and an unknown number of livestock stolen.",2
12/17/2021,rainy,KEN7969,12/17/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Embobut,1.2167,35.6333,Citizen (Kenya),"On 17 December 2021, suspected Pokot pastoralists attacked Chemisto area in Embobut ward (Endo, Marakwet East, Elgeyo Marakwet). One student was killed.",1
12/16/2021,rainy,KEN7968,12/16/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Isiolo,Isiolo,Burat,Mlima Tatu,0.4276,37.5195,Daily Nation (Kenya),"On 16 December 2021, suspected ethnic militia attacked a matatu (minibus taxi) along the Isiolo Marasabit highway in Mlima Tatu area (Burat, Isiolo, Isiolo county). Two people were injured from the incident.",0
12/16/2021,rainy,KEN7967,12/16/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Laikipia,Laikipia West,Githiga,Kinamba,0.419,36.3274,Citizen (Kenya); Kenya Broadcasting Corporation,"On 16 December 2021, suspected Pokot pastoralists attacked Matuiku, Rubere and village Eighteen in Kinamba (Githiga, Laikipia West, Laikipia). Some 106 pupils and 28 parents were displaced and were seeking refuge at Lobere primary school.",0
12/15/2021,rainy,KEN7966,12/15/2021,2021,Violence against civilians,Attack,Marakwet Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Farmers (Kenya),Kenya,West Pokot,Pokot Central,Lomut,Chesogon,1.3048,35.6245,The Star (Kenya),"On 15 December 2021, suspected Marakwet cattle rustlers raided Cheptulel centre in Chesogon (Pokot Central, West Pokot). Two people were injured while working on their farm, and 14 goats stolen.",0
12/13/2021,rainy,KEN7963,12/13/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,North Horr,Maikona,Maikona,2.9333,37.6333,Citizen (Kenya),"On 13 December 2021, a suspected ethnic militia attacked the Chari Ashe area, near Maikona (Maikona, North Horr, Marsabit County). Three people were killed and six others injured. Fatalities split across two events.",2
12/13/2021,rainy,KEN7964,12/13/2021,2021,Violence against civilians,Attack,Unidentified Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Marsabit,North Horr,North Horr,North Horr,3.3167,37.0667,Citizen (Kenya),"On 13 December 2021, a suspected ethnic militia attacked North Horr (North Horr, North Horr, Marsabit County). Three people were killed and six others injured. Fatalities split across two events.",1
12/11/2021,rainy,KEN7958,12/11/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Laikipia,Laikipia North,Segera,Ol Moran,0.4599,36.7556,Kenya Standard,"On 11 December 2021, suspected Pokot pastoralists attacked the Ol Moran area (Segera, Laikipia West, Laikipia County). One man was injured during the incident.",0
12/11/2021,rainy,KEN7955,12/11/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Chesongoch,1.1333,35.6333,Citizen (Kenya),"On 11 December 2021, one person was shot dead and another injured by suspected Pokot pastoralists along the Mogil-Arror road, near Chesongoch (Endo, Marakwet East, Elgeyo Marakwet County). The injured was taken to the hospital for emergency treatment. No further details.",1
12/06/2021,rainy,KEN7954,12/06/2021,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Garissa,Garissa,Waberi,Garissa,-0.4536,39.6461,Star (Kenya),"On 6 December 2021, an unknown group identifying themselves as police officers abducted a 22-year-old man, suspected of links to terrorism, in Garissa (Garissa, Garissa county).",0
11/27/2021,rainy,KEN7924,11/27/2021,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Tot,1.2,35.65,Daily Nation (Kenya),"On 27 November 2021, over 60 heavily armed suspected Pokot militia attacked pastoralists at Kapkobil grazing field near Tot town (Marakwet East, Elgeyo Marakwet). Four people were killed and several others injured. Hundreds of livestock were stolen.",4
