event_id_cnty,event_date,year,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,country,admin1,admin2,admin3,location,latitude,longitude,source,notes,fatalities
KEN7782,29-Jul-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Farmers (Kenya),Kenya,Laikipia,Laikipia West,Ol-moran,Wangwachi,0.451,36.3442,Citizen (Kenya),"On 29 July 2021, suspected Pokot militias from Barigo shot and killed a civilian at the Laikipia Nature Conservancy in Wangwachi village in Ol-Moran town (Ol-moran, Laikipia West, Laikipia). The militia invaded eight homes and farms in search of pasture and water.",1
KEN7766,19-Jul-21,2021,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Borana Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Isiolo,Merti,Cherab,Gotu,1.1167,38.7333,Daily Nation (Kenya),"On 19 July 2021, herders from the Samburu ethnic militia attacked herders from the Borana ethnic group in Yachis village near Gotu town (Cherab, Merti, Isiolo). Two people were killed and 300 goats were stolen.",2
KEN7767,19-Jul-21,2021,Violence against civilians,Attack,Degodia Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Borana Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Daily Nation (Kenya),"On 19 July 2021, herders suspectedly from the Degodia ethnic militia attacked herders from the Borana ethnic group in Urura village near Merti town (Cherab, Merti, Isiolo). Two people were killed and unknown number of goats were stolen.",2
KEN7765,18-Jul-21,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Samburu Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Samburu,Samburu North,Nachola,Marti,1.4771,36.7236,Daily Nation (Kenya),"On 18 July 2021, Borana ethnic militia attacked herders from Samburu ethnic group in Marti village (Nachola, Samburu North, Samburu). Two people were killed and over 500 animals stolen.",2
KEN7764,18-Jul-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kabetwa,1.15,35.6245,Kenya News Agency,"On 18 July 2021, suspected Pokot ethnic militia shot and killed a civilian from the Marakwet ethnic group when they raided Kabetwa village (Endo, Marakwet East, Elgeyo Marakwet).",1
KEN7761,15-Jul-21,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Samburu Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Samburu,Samburu North,Nachola,Marti,1.4771,36.7236,Daily Nation (Kenya),"On 15 July 2021, Borana ethnic militia rustlers raided Marti village (Nachola, Samburu North, Samburu), stole more than 200 goats and injured a herder.",0
KEN7762,15-Jul-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Women (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Kenya Standard,"On 15 July 2021, unidentified gunmen shot and killed a prominent environment activist near her home on the outskirts of Nairobi (Nairobi Central, Starehe, Nairobi). She received multiple death threats following her campaign against the development of wetlands in a national park in Kiambu. [women targeted: activists/human rights defenders/social leaders]",1
KEN7756,14-Jul-21,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Degodia Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Wajir,Wajir West,Hadado Athibohol,Hadado,1.4705,39.2909,VOA,"On 14 July 2021, Borana ethnic militia attacked civilian pastoralists from the Degodia ethnic group near Hadado town (Hadado, Wajir West, Wajir). Eight people were killed. The motive was a retaliatory attack between the communities.",8
KEN7755,10-Jul-21,2021,Violence against civilians,Attack,Marakwet Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pokot Ethnic Group (Kenya); Pastoralists (Kenya); Students (Kenya),Kenya,Elgeyo Marakwet,Keiyo North,Tambach,Keiyo Valley,0.659,35.5834,Kenya Standard; Daily Nation (Kenya),"On 10 July 2021, Marakwet ethnic militia attacked civilian pastoralists from the Pokot ethnic group in Keiyo Valley village (Tambach, Keiyo North, Elgeyo Marakwet). Five people were killed, including a university student, and over 300 animals were stolen in a revenge attack.",5
KEN7754,8-Jul-21,2021,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Teachers (Kenya); Samburu Ethnic Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 8 July 2021, an unidentified communal militia shot and killed a teacher from the Samburu ethnic group traveling from Maralal to Forole, near Marsabit town (Marsabit Central, Saku, Marsabit). The motive of the attack is clan revenge.",1
KEN7733,4-Jul-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Keiyo North,Tambach,Keiyo Valley,0.659,35.5834,The Star (Kenya),"On 4 July 2021, Pokot ethnic militia attacked civilian pastoralists from Marakwet ethnic group in Keiyo Valley village (Tambach, Keiyo North, Elgeyo Marakwet) in a revenge attack. Five people were killed and hundreds of livestock stolen.",5
KEN7731,3-Jul-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Students (Kenya); Aid Workers (Kenya),Kenya,Elgeyo Marakwet,Keiyo North,Tambach,Keiyo Valley,0.659,35.5834,The Star (Kenya),"On 3 July 2021, Pokot ethnic militia shot and killed two civilians, including a well-known peace worker and a standard four pupil from the Marakwet ethnic group, in Keiyo Valley village (Tambach, Keiyo North, Elgeyo Marakwet). The attack was reported as a retaliatory attack.",2
KEN8044,1-Jul-21,2021,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Isiolo,Isiolo,Burat,Erimet,0.4164,37.5594,Daily Nation (Kenya),"On 1 July 2021, suspected Samburu militia attacked civilian pastoralists in Aremiet (Erimet) (Isiolo, Isiolo county) and killed four people and injured two others.",4
KEN7727,27-Jun-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),Kenya,Kisii,Kitutu Chache North,Marani,Marani,-0.5812,34.8003,The Star (Kenya),"On 27 June 2021, Kenya police forces shot and killed a student for not wearing a face mask in Marani town (Kitutu Chache North, Kisii).",1
KEN7726,23-Jun-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Mandera,Mandera East,Township,Mandera,3.9357,41.8542,Twitter,"Around 23 June 2021, a group of people, presumably police officers, in Mandera (Mandera East, Mandera) attacked civilians. One person was killed and five injured.",1
KEN7718,21-Jun-21,2021,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,Somali Memo; GardaWorld; Radio Dalsan; Radio Simba; Hiiraan (Somalia); Kenyan Television NTV; Daily Nation (Kenya); BBC News; Shabelle Media Network; The Star (Kenya),"On 21 June 2021, Al Shabaab militants attacked civilians in Jabibar near Rhamu district (Mandera, Mandera) and Falama (coded separately). The assailants were wearing police uniforms. One Al Shabaab militant was killed, ran over by a lorry that was carrying miraa. At least three people were killed and three abducted.",4
KEN7719,21-Jun-21,2021,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Mandera North,Rhamu,Rhamu,3.9208,41.2192,BBC News; Shabelle Media Network; The Star (Kenya); Twitter; GardaWorld,"On 21 June 2021, Al Shabaab militants attacked civilians who were constructing a road in Falama near Rhamu (Mandera North, Mandera). The driver of a truck and his crew were abducted and the truck was set on fire before insurgents escaped towards the Kenya-Somalia border. No fatalities and/or injuries reported.",0
KEN7715,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Christian Group (Kenya),Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,Daily Nation (Kenya),"Around 20 June 2021 (as reported), a group of unidentified armed men in Mwangaza in Isiolo (Isiolo, Isiolo) attacked a cleric and a 14-year-old kid. The cleric was shot on his leg and the boy was shot on the stomach. The group stole 87 goats.",0
KEN7716,20-Jun-21,2021,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,BBC News; The Star (Kenya); Citizen (Kenya); Twitter,"On 20 June 2021, a group of armed people presumably from Wajir attacked civilians in Mado village in Isiolo (Isiolo, Isiolo). The group burnt down a borehole generator with police confirming that the conflict was due to pasture dispute. At least five people were killed.",5
KEN7712,19-Jun-21,2021,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kutus,-0.5753,37.3269,Daily Nation (Kenya),"On 19 June 2021, a group of residents in Kutus (Kirinyaga South, Kirinyaga) attacked and killed a suspected member of a gang, killing him with axes and machetes.",1
KEN7714,19-Jun-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,The Star (Kenya),"Around 19 June 2021 (as reported), a man in Nairobi (Starehem, Nairobi) accused a police officer who arrested him of assault, claiming he was badly injured. The man was arrested because he was accused of stealing a food warmer table at a hotel.",0
KEN7713,19-Jun-21,2021,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Lamu,Lamu West,Mkunumbi,Mkunumbi,-2.2989,40.7046,The Star (Kenya),"On 19 June 2021, armed individuals wearing security officers' uniforms abducted a man in Mkunumbi (Lamu West, Lamu). The man's car was blocked by a GK Landcruiser. The attackers left the man's wife, his son and a hitchhiker in the car. The victim was later released on 9 June 2022",0
KEN7705,6-Jun-21,2021,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya); Police Forces of Kenya (2013-),Kenya,Mandera,Mandera North,Guticha,Olla,3.9167,40.85,The Star (Kenya); Daily Nation (Kenya),"On 6 June 2021, suspected Al Shabaab militants ambushed two buses along the Rhamu to Banisa road, near Kormatto area in between Serman and Olla village (Guticha, Mandera North, Mandera). Three people were killed including two police officers.",3
KEN7702,5-Jun-21,2021,Violence against civilians,Attack,Wardei Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya); Pokomo Ethnic Group (Kenya),Kenya,Tana River,Garsen,Garsen West,Garsen,-2.2697,40.12,The Star (Kenya),"On 5 June 2021, Wardei ethnic militia shot and killed a Pokomo pastoralist in Galma village near Garsen town (Garsen West, Tana River). This is related to clan revenge and dispute over land.",1
KEN7750,4-Jun-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Prisoners (Kenya),Kenya,Machakos,Matungulu,Matungulu West,Joska,-1.2841,37.0974,K24,"Around 4 June 2021 (as reported), two police officers attached to KBC Police Station in Matungulu Sub County in Joska town (Matungulu, Matungulu West, Machakos) tortured and killed a civilian in the police cell. They were later arrested.",1
KEN7701,30-May-21,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Marsabit,North Horr,Maikona,Forole,3.5,37.7833,The Star (Kenya),"On 30 May 2021, Borana Ethnic militia attacked civilian pastoralist settlements is Qubi Ella village near Forole town (Maikona, North Horr, Marsabit). Two people were killed and two others were injured.",2
KEN7700,27-May-21,2021,Violence against civilians,Attack,Luo Ethnic Militia (Kenya),,4,Civilians (Kenya),,Kenya,Kisumu,Kisumu Central,Railways,Kisumu,-0.1,34.75,Daily Nation (Kenya),"On 27 May 2021, a group of Luo ethnic militia from Irate village attacked civilians in Otera village near Kisumu city (Railways, Kisumu Central). One man was killed and two houses set ablaze. The motive of the attack is related revenge between the community.",1
KEN7693,20-May-21,2021,Violence against civilians,Attack,Unidentified Communal Militia (South Sudan),,4,Civilians (Kenya),Pastoralists (Kenya); Students (Kenya),Kenya,Kajiado,Kajiado North,Olkeri,Kiserian,-1.4212,36.6887,Daily Nation (Kenya),"On 20 May 2021, an unidentified militia, suspected to be from South Sudan, shot and killed a grade four pupil at Kiserian Primary School and his grandfather near Kiserian town (Olkeri, Kajiado North, Kajiado). The militia drove away an unknown number of livestock towards Ramacha Hills.",2
KEN7696,19-May-21,2021,Violence against civilians,Attack,Auliyan Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Isiolo,Garbatulla,Kinna,Kinna,0.3167,38.2,Daily Nation (Kenya),"Around 19 May 2021 (week of), suspected Auliyan ethnic militia abducted and killed a boy grazing goats on the Isiolo-Garissa border in the Duse area near Kinna town (Garbatulla, Isiolo). The raiders took off with more than 200 goats.",1
KEN7677,1-May-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Germany),Journalists (Germany),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Deutsche Welle,"On 1 May 2021, Kenya police attacked the Deutsche Welle (DW) East Africa correspondent, while he covered a protest near the Kenya national archives in Nairobi city (Nairobi Central, Starehe).",0
KEN7673,26-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Ethiopia),,3,Civilians (Kenya),Pastoralists (Kenya); Turkana Ethnic Group (Kenya),Kenya,Turkana,Kibish,Kibish,Kibish,4.9231,35.2744,The Star (Kenya),"On 26 April 2021, unidentified gunmen from Ethiopia attacked Turkana herders along the border of Kenya- Ethiopia, killing three Turkana residents at Kibish town in Kalokol district (Turkana, Central, Turkana).",3
KEN7671,21-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Rendilles Ethnic Group (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Saku,2.3333,37.9833,Star (Kenya),"On 21 April 2021, unidentified gunmen shot and killed two people from th Rendilles clan at T-works near the old Midroc camp in the Saku town (Marsabit Central, Marsabit).",2
KEN7669,15-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Burundi),Refugees/IDPs (Burundi),Kenya,Turkana,Turkana West,Kakuma,Kakuma Refugee Camp,3.7524,34.8301,SOS Medias,"On 15 April 2021, unidentified gunmen ambushed Burundian refugees travelling between Kalobeyei camp and Kakuma Refugee Camp (Kakuma, Turkana). One person was killed and others injured.",1
KEN7663,1-Apr-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Baringo,Marigat,Marigat,Makutani,0.5,36,The Star (Kenya),"On 1 April 2021, suspected looters shot and killed a civilian and burned houses in Makutani village (Marigat, Baringo South, Baringo). The group also injured two other people.",1
KEN7659,16-Mar-21,2021,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Nakuru,Njoro,Kihingo,Naishi,-0.4667,35.9833,Kenya Standard,"On 16 March 2021, police officers based at Naishi police station shot and killed a boda-boda operator in Naishi village (Njoro, Nakuru). The victim was earlier involved in a domestic disagreement with his wife.",1
KEN7653,4-Mar-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Taxi Drivers (Kenya),Kenya,Isiolo,Isiolo,Bula Pesa,Isiolo,0.3546,37.5822,Daily Nation (Kenya),"On 4 March 2021, unidentified gunmen shot and killed a boda boda driver in Bulawaso village in Isiolo town (Isiolo North, Isiolo). The man was accused of stealing motorcycle spare parts.",1
KEN7649,2-Mar-21,2021,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Students (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,K24,"On 2 March 2021, a suspected Al Shabaab militants abducted a student from Wajir Bor secondary school at Shallete village in Wajir town (Wajir East, Wajir).",0
KEN7636,21-Jan-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Police Forces of Kenya (2013-),Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,Daily Nation (Kenya),"On 21 January 2021, Pokot ethnic militia shot and killed a chief inspector of police and his driver travelling from Kapendo camp on the border of Baringo-Turkana counties near Kapedo town (Tiaty, Baringo).",2
KEN7635,20-Jan-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Baringo,Tiaty,Tangulbei,Chemolingot,0.6833,36.2,Daily Nation (Kenya),"Around 20 January 2021 (as reported), six bodies with gunshot wounds were found in the banditry-prone area of Arabal in Baringo south after a Pokot ethnic militia attack in Chemolingot town (Tiaty, Baringo). More than 50 cows were stolen in the attack. The attack is believed to be related to clan revenge and land dispute.",6
KEN7630,15-Jan-21,2021,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Saku,2.3333,37.9833,Star (Kenya),"On 15 January 2021, a Borana militia killed one person, injured another and stole over 300 heads of cattle at Haro Halakhe Yayo watering point in Saku town (Saku, Marsabit).",1
KEN7628,12-Jan-21,2021,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Wajir,Tarbaj,Tarbaj,Tarbaj,2.216,40.12,Daily Nation (Kenya),"On 12 January 2021, suspected Al Shabaab militants ambushed an Almkaram bus that left Mandera heading to Nairobi along Darkut -Mandera road between Kotulo and Tarbaj town (Tarbaj, Wajir). The militants took some food and robbed the conductor of Sh40,000 and warned him not to carry non-locals on their bus. No fatalities and/or injuries reported.",0
KEN7625,11-Jan-21,2021,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera West,Takaba South,Takaba,3.3553,40.2228,Daily Nation (Kenya),"On 11 January 2021, Al Shabaab militants abducted three people travelling in a private vehicle transporting examination materials from Nairobi to Mandera along the Banisa-Takaba road near Takaba town (Mandera West, Mandera).",0
KEN8087,11-Jan-21,2021,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya),Kenya,Mandera,Banissa,Banissa,Banissa,3.9439,40.3445,Daily Nation (Kenya),"On 11 January 2021, suspected Al Shabaab militants ambushed a Nairobi-bound bus at Banissa ( Banissa, Mandera county). There were no casualties.",0
KEN7624,11-Jan-21,2021,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Turkana Ethnic Group (Kenya),Kenya,Turkana,Turkana East,Kapedo,Kapedo,1.183,36.1039,Kenya News Agency; Star (Kenya),"On 11 January 2021, suspected Pokot ethnic militia shot and killed a member of the Turkana clan in Kapedo town (East Turkana). Two others were injured and at least ten houses were also torched during the attack. The motive of the attack was retaliation between the clans.",1
KEN7605,1-Jan-21,2021,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Students (Kenya),Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,Daily Nation (Kenya),"On 1 January 2021, unidentified gunmen killed four people, including a student, in a suspected retaliatory bandit attack at Urura village near Merti town (Isiolo North, Isiolo).",4
KEN7618,21-Dec-20,2020,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Government of Kenya (2013-),Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,Daily Nation (Kenya),"Around 21 December 2020 (as reported), the decapitated body of a chief who was abducted along with four other people by Al Shabaab militants (previously coded) on 18 January was found along the Chinese cutline between Koton and Khorof Harar town (Wajir East, Wajir).",1
KEN7615,19-Dec-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Labour Group (Kenya),Kenya,Kisii,Nyaribari Chache,Kisii Central,Kisii,-0.6833,34.7667,Daily Nation (Kenya),"On 19 December 2020, a police officer enforcing the national coronavirus curfew shot and killed a local phone technician in Kisii town (Nyaribari Chache, Kisii).",1
KEN7613,18-Dec-20,2020,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Government of Kenya (2013-),Kenya,Wajir,Wajir East,Khorof,Khorof Harar,2.202,40.754,Daily Nation (Kenya),"On 18 December 2020, Al Shabaab militants abducted a chief and four other people from Gumerey village center near Khorof Harar town (Wajir East, Wajir). The group entered the center and ordered residents to switch off their phones before lecturing them.",0
KEN7603,11-Dec-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Students (Kenya),Kenya,Trans Nzoia,Kiminini,Kiminini,Kiminini,0.8931,34.9241,K24,"On 11 December 2020, a Kenyan police officer shot and killed a university student after he stopped the officers from pouring out his father's alcohol in Namanjalala village near Kiminini town (Kiminini, Trans Nzoia).",1
KEN7592,1-Dec-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Bungoma,Cheptais,Chepyuk,Chepyuk,0.8787,34.5917,Daily Nation (Kenya),"On 1 December 2020, unknown gunmen shot and killed a man outside his house at Chepyuk market in Bureti town (Mt. Elgon, Bungoma). The circumstances are unclear. According to reports, it is suspected that the attack could be an indication of a resurgence of the outlawed Sabaot Land Defense Force.",1
KEN7590,29-Nov-20,2020,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),,4,Civilians (Kenya),Auliyan Clan Group (Kenya); Pastoralists (Kenya),Kenya,Isiolo,Garbatulla,Garbatulla,Garba Tula,0.5333,38.52,Daily Nation (Kenya),"On 29 November 2020, a Borana militia shot and killed a pastoralist from the Auliyan clan in Quri grazing area near Garba Tula town (Isiolo South, Isiolo). The motive of the killing was a land dispute between the clans.",1
KEN7587,27-Nov-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),,Kenya,Busia,Teso North,Malaba Central,Malaba,0.6346,34.2756,Star (Kenya),"On 27 November 2020, a police officer shot and killed a civilian for not wearing a mask in Malaba town (Teso North, Busia) during a coronavirus-related operation.",1
KEN7584,24-Nov-20,2020,Violence against civilians,Abduction/forced disappearance,Police Forces of Ethiopia (2018-),,8,Civilians (Kenya),,Kenya,Marsabit,Moyale,Butiye,Moyale,3.5094,39.0528,Daily Nation (Kenya),"On 24 November 2020, Ethiopian federal police abducted nine Kenyans for allegedly providing refuge to Oromo Liberation Front (OLF) militia near Moyale town (Moyale, Marsabit).",0
KEN7582,22-Nov-20,2020,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Taxi Drivers (Kenya); Turkana Ethnic Group (Kenya),Kenya,Samburu,Samburu North,Nyiro,South Horr,2.096,36.9191,Daily Nation (Kenya),"On 22 November 2020, Samburu militia shot and killed a bodaboda rider in Nkoriche area near South Horr town (Samburu North, Samburu). The motive of the attack is believed to be clan revenge.",1
KEN7581,22-Nov-20,2020,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Samburu Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Samburu,Samburu North,Nachola,Natiti,1.7976,36.7704,Daily Nation (Kenya),"On 22 November 2020, Turkana militia shot and killed a young Samburu boy when they stormed Natiti village (Samburu North, Samburu). They also stole an unknown number of livestock.",1
KEN7576,19-Nov-20,2020,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya),Kenya,Turkana,Turkana East,Kapedo,Kapedo,1.183,36.1039,Star (Kenya); GardaWorld,"On 19 November 2020, suspected armed Pokot militia attacked a group of men who were fetching firewood in Kapedo village (Turkana East). Four people were killed including a student.",4
KEN7607,14-Nov-20,2020,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Muslim Group (Kenya),Kenya,Wajir,Wajir East,Township,Wajir,1.75,40.06,Star (Kenya),"On 14 November 2020, suspected police officers abducted a sheikh from Barwaqo village in Wajir town (Wajir East, Wajir). The sheikh had travelled from Sire location in Korondinle division.",0
KEN7573,12-Nov-20,2020,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,Daily Nation (Kenya),"On 12 November 2020, a Tukrana ethnic militia shot and killed a civilian looking after his cattle in the vicinity of Maua town (Igembe South, Meru). The incident is related to land dispute.",1
KEN7570,7-Nov-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Teachers (Kenya),Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,Daily Nation (Kenya),"On 7 November 2020, unknown gunmen shot and killed a teacher from the Dakabaricha mixed secondary school at his home in Marsabit town (Saku, Marsabit). The motive is unknown.",1
KEN7569,6-Nov-20,2020,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Marakwet Ethnic Group (Kenya); Pastoralists (Kenya),Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,Star (Kenya),"On 6 November 2020, Pokot ethnic militiamen shot and killed two young boys and stole animals they were herding in the vicinity of Elegeyo-Marakwet town (Marakwet West, Elgeyo Marakwet). The incident is related to land dispute.",2
KEN7557,18-Oct-20,2020,Violence against civilians,Attack,Police Forces of Kenya (2013-),,1,Civilians (Kenya),Journalists (Kenya),Kenya,Meru,Tigania West,Kianjai,Tigania,0.1667,37.75,Star (Kenya),"On 18 October 2020, an armed agent for the Tigania West MP agent (assumed police officer) attacked a royal media services journalist at Urru stadium in Tigania town (Tigania West, Meru). The Muuga FM reporter was beaten as he interviewed residents.",0
KEN7553,9-Oct-20,2020,Violence against civilians,Abduction/forced disappearance,Police Forces of Kenya (2013-),,1,Civilians (Somalia),Refugees/IDPs (Somalia),Kenya,Nairobi,Starehe,Nairobi Central,Nairobi,-1.283,36.817,Daily Nation (Kenya),"On 9 October 2020, a man was abducted by five armed men, identifying themselves as security forces in Nairobi town (Starehe, Nairobi). The man is a Somali refugee and he was a suspect in the 2013 Westgate Mall attack that left 68 people dead.",0
KEN7549,6-Oct-20,2020,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Mandera South,Elwak North,El Wak,2.8094,40.9358,Kenya Standard,"On 6 October 2020, suspected Al Shabaab militants shot at a bus between Kutulo and El Wak town (Mandera South, Mandera). Four people were injured.",0
KEN7538,23-Sep-20,2020,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),,Kenya,Mandera,Lafey,Lafey,Lafey,3.1508,41.1862,Daily Nation (Kenya),"On 23 September 2020, Al Shabaab militants abducted three civilians travelling to Mandera town in the vicinity of Lafey town (Lafey, Mandera).",0
KEN7534,17-Sep-20,2020,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),,Kenya,Samburu,Samburu North,El Barta,Baragoi,1.7833,36.7833,Daily Nation (Kenya),"On 17 September 2020, unknown gunmen attacked boys herding cattle at Kilepoi village near Baragoi town (Samburu North, Samburu). One boy was killed.",1
