OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
1097,5272037,404,KEN3710,3710,25-Feb-13,2013,2,Strategic developments,Looting/property destruction,Toposa Ethnic Militia (South Sudan),,4,,,0,40,Eastern Africa,Kenya,Turkana,Turkana West,Lokichoggio,Nadapal,4.4051,34.2837,1,Kenya Standard,National,Property destruction: Toposa ethnic militia burns pastureland in Kenya,0,1561469147,KEN
1099,5272009,404,KEN3681,3681,8-Feb-13,2013,1,Strategic developments,Change to group/activity,Turkana Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Turkana,Turkana Central,Lodwar Township,Lodwar,3.1191,35.5973,2,Star (Kenya),National,Movement of forces: Turkana raiders take up arms and gather for revenge attacks against Pokot ethnic group. Police kept vigil to prevent attacks from taking place,0,1618560717,KEN
1103,5271819,404,KEN3465,3465,15-Nov-12,2012,2,Strategic developments,Change to group/activity,Turkana Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Samburu,Samburu North,Nachola,Nachola,1.7828,36.7124,1,Kenya Standard,National,Movement of forces: Turkana raiders involved in attack against police forces said to be moving towards Nachola using women and children as human shields,0,1561469147,KEN
1105,5271794,404,KEN3434,3434,27-Oct-12,2012,1,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2002-2013),,1,Unidentified Armed Group (Kenya),,3,13,Eastern Africa,Kenya,Kilifi,Kaloleni,Kaloleni,Kaloleni,-3.8167,39.6269,2,Daily Nation (Kenya),National,Defusal: Police find grenade on bus bound for Kaloleni,0,1561469147,KEN
1107,4920050,404,KEN3396,3396,3-Oct-12,2012,2,Strategic developments,Change to group/activity,Police Forces of Kenya (2002-2013),,1,MRC: Mombasa Republican Council,,3,13,Eastern Africa,Kenya,Kwale,Matuga,Tsimba Golini,Kwale,-4.1738,39.4521,1,The People,National,Recruitment: Police raid militants oath-taking ceremony. Police reported a rise in oath-taking ceremonies used by militant groups linked to MRC to recruit youth to join their cause. The ceremonies involve military training and initiation practices,0,1552577505,KEN
1108,4920082,404,KEN3394,3394,3-Oct-12,2012,2,Strategic developments,Change to group/activity,Muyeye Movement,,3,,,0,30,Eastern Africa,Kenya,Kilifi,Ganze,Sokoke,Arabuko Sokoke Forest,-3.3333,39.8667,1,The People,National,Recruitment: Police report rise in oath-taking ceremonies used by militant groups linked to MRC to recruit youth to join their cause. The ceremonies involve military training and initiation practices,0,1618560697,KEN
1110,4920368,404,KEN3384,3384,28-Sep-12,2012,1,Strategic developments,Disrupted weapons use,Police Forces of Kenya (2002-2013),,1,Al Shabaab,,2,12,Eastern Africa,Kenya,Machakos,Yatta,Matuu,Matuu,-1.146,37.5475,1,Kenya Broadcasting Corporation,National,Police seize explosives from suspected Al Shabaab members,0,1552577505,KEN
1111,7688473,404,KEN3371,3371,15-Sep-12,2012,3,Strategic developments,Other,Kikuyu Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,3,HRW,Other,Non-violent activity: HRW report states Kikuyu ethnic group has been arming themselves in preparation for election season in March of 2013,0,1618560695,KEN
1112,7688508,404,KEN3370,3370,15-Sep-12,2012,3,Strategic developments,Other,Kalenjin Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,3,HRW,Other,Non-violent activity: HRW report states Kalenjin ethnic group has been arming themselves in preparation for election season in March of 2013,0,1618560694,KEN
1113,7688468,404,KEN3318,3318,15-Aug-12,2012,3,Strategic developments,Other,Kalenjin Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,3,HRW,Other,Non-violent activity: HRW report states Kalenjin ethnic group has been arming themselves in preparation for election season in March of 2013,0,1618560690,KEN
1114,7688483,404,KEN3319,3319,15-Aug-12,2012,3,Strategic developments,Other,Kikuyu Ethnic Militia (Kenya),,4,,,0,40,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,3,HRW,Other,Non-violent activity: HRW report states Kikuyu ethnic group has been arming themselves in preparation for election season in March of 2013,0,1618560690,KEN
1117,4925617,404,KEN3264,3264,25-Jun-12,2012,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Eastern Africa,Kenya,Kajiado,Loitokitok,Kimana,Ongata Rongai,-2.75,37.3833,1,All Africa,Regional,Defusal: Bomb discovered in Ongata Rongai,0,1618560687,KEN
1119,6315574,404,KEN3258,3258,21-Jun-12,2012,1,Strategic developments,Disrupted weapons use,Al Shabaab,,2,,,0,20,Eastern Africa,Kenya,Garissa,Dadaab,Liboi,Liboi,0.3534,40.8723,1,Xinhua,International,Weapons Seizure: Suspected Al Shabaab sympathizers hijack public service vehicle near Somali border,0,1572403787,KEN
1121,4926036,404,KEN3256,3256,19-Jun-12,2012,1,Strategic developments,Change to group/activity,MRC: Mombasa Republican Council,,3,,,0,30,Eastern Africa,Kenya,Kilifi,Kaloleni,Kaloleni,Kaloleni,-3.8167,39.6269,1,All Africa,Regional,Recruitment: MRC said to be recruiting children in secession drive,0,1552577511,KEN
1123,4926260,404,KEN3254,3254,16-Jun-12,2012,2,Strategic developments,Change to group/activity,Al Shabaab,,2,,,0,20,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,All Africa,Regional,Movement of forces: Concerns that Somali Al Shabaab fighters escaping to Kenya and hiding among the civilian population,0,1618560687,KEN
1124,4926349,404,KEN3247,3247,14-Jun-12,2012,1,Strategic developments,Disrupted weapons use,Unidentified Armed Group (Kenya),,3,Police Forces of Kenya (2002-2013),,1,13,Eastern Africa,Kenya,Kiambu,Gatundu South,Kiamwangi,Gatundu,-1.05,36.9,2,All Africa,Regional,Bomb found near home of former president Kenyatta,0,1552577512,KEN
1131,8974987,404,KEN8423,8423,31-Mar-22,2022,1,Violence against civilians,Attack,Somali Ethnic Militia (Kenya),,4,Civilians (Kenya),Meru Ethnic Group (Kenya); Labour Group (Kenya),7,47,Eastern Africa,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,1,Daily Nation (Kenya); Citizen (Kenya),National,"On 31 March 2022, suspected Somali ethnic militia shot and killed three charcoal dealers (believed to be of Meru ethnic) at Kiambogo area in Tigania east (Tigania West, Meru). The attack is believed to have been a retaliation for an earlier incident where a Meru militia is alleged to have shot and killed a 15-year-old herder from the Somali ethnic group on 30 March (coded separately).",3,1649098462,KEN
1132,8974978,404,KEN8406,8406,30-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,2,Kenya Broadcasting Corporation; Citizen (Kenya),National,"On 30 March 2022, suspected Pokot pastoral militia shot and killed three men, while three others sustained gunshot injuries, in Tandar village within Muchongoi ward (event coded to Mochongoi (Mogotio, Baringo).",3,1649098462,KEN
1133,8974986,404,KEN8422,8422,30-Mar-22,2022,1,Violence against civilians,Attack,Meru Ethnic Militia (Kenya),,4,Civilians (Kenya),Somali Ethnic Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Meru,Tigania West,Akithii,Tigania East,0.2,37.7833,1,Citizen (Kenya); Daily Nation (Kenya),National,"On 30 March 2022, suspected Meru ethnic militia shot and killed a 15 year old herder (believed to be of Somali) for allegedly crossing the border at Kiambogo area in Tigania east (Tigania West, Meru).",1,1649098462,KEN
1134,9106004,404,KEN8527,8527,30-Mar-22,2022,2,Violence against civilians,Attack,Merrile Ethnic Militia (Ethiopia),,4,Civilians (Kenya),Turkana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Turkana,Kibish,Kibish,Kibish,4.9231,35.2744,2,Kenya Standard,National,"Around 30 March 2022 (week of), suspected Merrile militia shot and killed five Turkana peace actors in the Todonyang and Kibish border villages, coded as Kibish (Kibish, Turkana). The motive for the attack is unknown.",5,1650311549,KEN
1136,8975078,404,KEN8388,8388,26-Mar-22,2022,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Labour Group (Kenya),7,47,Eastern Africa,Kenya,Narok,Narok South,Melelo,Nkoben,-0.9,35.6167,2,Daily Nation (Kenya),National,"On 26 March 2022, unidentified communal militia shot and killed a Naroosura group ranch official, while injuring another at Quarantine area near Nkoben (Narok South, Narok). The motive of the attack is allegedly linked to the unfairness in the subdivision of the ranch.",1,1649098463,KEN
1137,8975080,404,KEN8391,8391,25-Mar-22,2022,1,Violence against civilians,Attack,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Isiolo,Merti,Chari,Kom,1.0833,38.0333,1,Daily Nation (Kenya),National,"On 25 March 2022, suspected Samburu pastoral militia shot and killed one person while two others sustained gunshot wounds at Kom Durte (Merti, Isiolo).",1,1649098463,KEN
1139,8918490,404,KEN8374,8374,22-Mar-22,2022,1,Violence against civilians,Attack,Gabra Ethnic Militia (Kenya),,4,Civilians (Kenya),Borana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Marsabit,North Horr,Turbi,Galgallo,2.95,38.1833,2,Kenya Broadcasting Corporation; Citizen (Kenya); Capital FM; Star (Kenya),National,"On 22 March 2022, suspected Gabra militia attacked a vehicle, between Bubisa and Turbi, along the Marsabit-Moyale highway, near Galgallo (North Horr, Marsabit). At least 2 people (presumed from the Borana ethnic group) were killed and four others critically injured.",2,1648497327,KEN
1140,8918487,404,KEN8367,8367,20-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Christian Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,Kenya Broadcasting Corporation; Kenya Standard; Daily Nation (Kenya); Opera News (Kenya),National,"On 20 March 2022, suspected Pokot pastoral militia, dressed in police attire, attacked Koitialal village near Tunyo (Marakwet West, Elgeyo Marakwet). Two people were killed including a pastor, and seven others injured. Over 100 animals were stolen, and unknown amount of property destroyed.",2,1648497327,KEN
1141,8918709,404,KEN8379,8379,20-Mar-22,2022,2,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Kapyego,Kapyego,1.1465,35.4789,2,Kenya Standard,National,"Around 20 March 2022 (as reported), suspected Pokot militia attacked the Kapyego ward (Marakwet East, Elgeyo Marakwet), resulting in two men injured.",0,1648497327,KEN
1143,8918483,404,KEN8359,8359,19-Mar-22,2022,1,Violence against civilians,Sexual violence,Samburu Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Turkana Ethnic Group (Kenya); Women (Kenya),7,47,Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,2,Citizen (Kenya); Daily Nation (Kenya),National,"On 19 March 2022, suspected Samburu pastoral militia attacked Aregae neighborhood near Ngeramara town (Isiolo, Isiolo). The militia raped a 50-year-old woman (believed to be Turkana in ethnicity), before making away with more than 500 goats and 11 cows.",0,1648497327,KEN
1144,8918604,404,KEN8368,8368,19-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,Daily Nation (Kenya),National,"On 19 March 2022, suspected Pokot militia attacked Koitialal village near Tunyo (Marakwet West, Elgeyo Marakwet). There were no causalities. Unknown number of animals were stolen. Hundreds of residents of Koitialal village were displaced into the hilly Elgeyo escarpment, following attacks from suspected Pokot militia.",0,1648497327,KEN
1146,8910497,404,KEN8339,8339,17-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Civilians (Spain); Taxi Drivers (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,2,K24; Kenyans.co,National,"On 17 March 2022, suspected Pokot militia attacked a taxi vehicle, plying the Lodwar-Kitale road, near Kainuk (Lobokat, Turkana). The driver and one passenger, a Spanish national, sustained bullet wounds.",0,1647897722,KEN
1148,9238471,404,KEN8691,8691,13-Mar-22,2022,1,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),Taxi Drivers (Kenya),7,37,Eastern Africa,Kenya,Nakuru,Subukia,Kabazi,Kabazi,-0.0833,36.1667,2,Daily Nation (Kenya),National,"On 13 March 2022, 5 unidentified men abducted a boda boda taxi operator in Dungiri village near Kabazi (Subukia, Nakuru). He is yet to be found.",0,1652725047,KEN
1149,8910487,404,KEN8311,8311,11-Mar-22,2022,1,Violence against civilians,Attack,Al Shabaab,,2,Civilians (Kenya),Labour Group (Kenya); Civilians (China),7,27,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Bodhei,-1.8563,40.7166,1,Daily Nation (Kenya); Citizen (Kenya),National,"On 11 March 2022, suspected al-Shabaab militants attacked the site of a Chinese Construction Company in Bodhei (Lamu West, Lamu county). The militants set a blaze a construction vehicle (tipper) and several motorcycles belonging to casual labourers. Al Shabaab claimed killing 4 people.",4,1647897722,KEN
1150,8918493,404,KEN8381,8381,10-Mar-22,2022,1,Violence against civilians,Attack,Unidentified Armed Group (Kenya),,3,Civilians (Kenya),UDA: United Democratic Alliance,7,37,Eastern Africa,Kenya,Tana River,Bura,Madogo,Mbalambala,-0.0961,39.0426,1,Star (Kenya); Capital FM,National,"On 10 March 2022, unidentified militia attacked citizens at a public rally organized by a United Democratic Alliance (UDA) governorship aspirant in Mbalambala (Bura, Tana River). Dozens were injured during the incident.",0,1648497327,KEN
1151,8900579,404,KEN8309,8309,9-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,1,Kenya Standard,National,"On 9 March 2022, more than 10 suspected Pokot pastoralist militia attacked Ngaratuko village (Baringo North, Baringo), and made away with unknown number of livestock beloging to 3 families. There were no fatalities.",0,1647287810,KEN
1152,9105915,404,KEN8322,8322,9-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya); Marakwet Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Kombases,1.0916,35.6289,1,Daily Nation (Kenya),National,"On 9 March 2022, suspected Pokot pastoral militia attacked Kombases village (Marakwet West, Elgeyo Marakwet). The militia injured one man from the Marakwet pastoral ethnic group, before making away with an unknown number of livestock.",0,1650311549,KEN
1153,8900689,404,KEN8295,8295,7-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,1,Star (Kenya),National,"On 7 March 2022, suspected pokot militia attacked the Kapkosum area of Mochongoi (Baringo). Casualties unknown.",0,1647287810,KEN
1154,8910485,404,KEN8283,8283,5-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,2,Star (Kenya); Daily Nation (Kenya),National,"On 5 March 2022, suspected Pokot militia attacked Duka Moja village, near Mochongoi (Kisanana, Baringo). One person was killed while two others sustained gunshot injuries during the incident.",1,1647897722,KEN
1155,8893329,404,KEN8276,8276,4-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Baringo,Marigat,Mochongoi,Kasiela,0.4279,36.2146,1,Opera News (Kenya),National,"On 4 March 2022, suspected Pokot ethnic militia shot and killed 4 civilian pastoralist and stole unknown number of livestock in Kasiela (Marigat, Baringo county). No further information.",4,1646691988,KEN
1156,8910611,404,KEN8307,8307,4-Mar-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Labour Group (Kenya),7,47,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,2,Daily Nation (Kenya),National,"On 4 March 2022, suspected Pokot pastoral militia ambushed and killed a milk vendor and his pillion passenger (both riding a vehicle), at Duka Moja village, near Mochongoi (Mogotio, Baringo). The motive of the attack is unknown.",2,1647897722,KEN
1157,8910486,404,KEN8308,8308,3-Mar-22,2022,1,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Degodia Ethnic Group (Kenya); Labour Group (Kenya),7,47,Eastern Africa,Kenya,Samburu,Samburu East,Waso,Archers Post,0.644,37.6752,2,Daily Nation (Kenya); NTV (Kenya),New media-National,"On 3 March 2022, suspected Borana ethnic militia shot and killed one ethnic Degodia lorry driver near Archers Post (Samburu East, Samburu county). The motive was due to retaliatory attack.",1,1647897722,KEN
1158,8900445,404,KEN8268,8268,2-Mar-22,2022,2,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya),7,47,Eastern Africa,Kenya,Baringo,Marigat,Mochongoi,Sinoni,0.4074,36.2005,2,Kenya Broadcasting Corporation; NTV (Kenya); Citizen (Kenya),New media-National,"Around 2 March 2022 (as reported), suspected Pokot militia attacked Sinoni area (Marigat, Baringo county). One person, a 16-year-old, form 3 student was killed and unknown number of animals stolen.",1,1647287809,KEN
1159,8900542,404,KEN8290,8290,2-Mar-22,2022,1,Violence against civilians,Attack,Borana Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Degodia Ethnic Group (Kenya); Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Isiolo,Isiolo,Ngare Mara,Ngeramara,0.5965,37.623,1,Daily Nation (Kenya),National,"On 2 March 2022, suspected Borana ethnic militia shot and killed two ethnic Degodia pastoralists in the Attan area of Ngeramara (Isiolo). The motive was due to retaliatory attack",2,1647287810,KEN
1160,8900546,404,KEN8259,8259,28-Feb-22,2022,1,Violence against civilians,Attack,Degodia Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Borana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Isiolo,Merti,Cherab,Merti,1.0667,38.6667,1,Daily Nation (Kenya),National,"On 28 February 2022, suspected Degodia pastoral militia ambushed and killed two men from the Borana ethnic group at Lakole village in Merti (Merti, Isiolo county). The motive of the attack remains unknown.",2,1647287810,KEN
1162,9105914,404,KEN8258,8258,24-Feb-22,2022,1,Violence against civilians,Sexual violence,UDA: United Democratic Alliance,,3,Civilians (Kenya),Women (Kenya),7,37,Eastern Africa,Kenya,Kitui,Kitui East,Mutitu,Mutitu,-1.2259,38.19,1,Daily Nation (Kenya),National,"On 24 February 2022, a female MCA member accused two men known to her (presumed UDA members) for indecently assaulting and shoving her during a UDA rally at the Mutito alias Mutitu (Kitui East, Kitui county). Police are investigating the claims. [women targeted: politicians]",0,1650311549,KEN
1163,8863112,404,KEN8207,8207,23-Feb-22,2022,2,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Endo,Kabetwa,1.15,35.6245,2,Kenya Standard,National,"Around 23 February 2022 (as reported), suspected Pokot militia opened fire on herders, killing 3, near Kabetwa (Marakwet East, Elgeyo Marakwet). 2 herders sustained gunshot wounds.",3,1646090678,KEN
1164,8863229,404,KEN8206,8206,21-Feb-22,2022,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Police Forces of Kenya (2013-),7,47,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,1,Star (Kenya),National,"On 21 February 2022, unidentified militia, riding on a motorbike, shot and killed a police officer [assumed off duty] in Marsabit town (Saku, Marsabit county). The motive of the attack is unknown",1,1646090678,KEN
1166,8863228,404,KEN8225,8225,20-Feb-22,2022,1,Violence against civilians,Attack,Unidentified Communal Militia (Kenya),,4,Civilians (Kenya),Police Forces of Kenya (2013-),7,47,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,2,Star (Kenya),National,"On 20 February 2022, unidentified militia, attacked and killed a community elder within Marsabit (Saku, Marsabit county). The motive of the attack is unknown.",1,1646090678,KEN
1167,8863233,404,KEN8195,8195,19-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Teachers (Kenya); Catholic Christian Group (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,Star (Kenya),National,"On 19 February 2022, suspected armed Pokot militia shot and killed a teacher on his way home from a Sunday service at Kipyebo Catholic church near Tunyo (Marakwet East, Elgeyo Marakwet county) where he also served as a catechist.",1,1646090678,KEN
1168,8862909,404,KEN8193,8193,18-Feb-22,2022,1,Violence against civilians,Abduction/forced disappearance,Al Shabaab,,2,Civilians (Kenya),Health Workers (Kenya),7,27,Eastern Africa,Kenya,Mandera,Lafey,Fino,Fino,3.3711,41.4468,1,Star (Kenya); Daily Nation (Kenya),National,"On 18 February 2022, suspected Al Shabaab militants abducted three health workers in Fino (Lafey, Mandera county). Later, the militants let two health workers (locals) go before proceeding into Somalia, taking the remaining health worker (allegedly non-local) with.",0,1646090677,KEN
1169,8850449,404,KEN8158,8158,17-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Students (Kenya); Teachers (Kenya); Labour Group (Kenya),7,47,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Arror,Tunyo,1.0115,35.6158,2,NTV (Kenya); Daily Nation (Kenya); K24,New media-National,"On 17 February 2022, suspected Pokot armed militia attacked a school bus carrying students from Tot High School, from an academic trip along Arror-Tot road at Chesuman near Tunyo (Marakwet East, Elgeyo Marakwet. The driver was shot dead while six students and three teachers sustained gunshot wounds.",1,1645475952,KEN
1170,8863232,404,KEN8194,8194,15-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Baringo,Baringo North,Saimo,Ngaratuko,0.7299,35.9763,1,Star (Kenya),National,"On 15 February 2022, suspected Pokot militia attacked Ng'aratuko village [coded to Ngaratuko, Baringo North, Baringo county], killing one man and stealing 341 animals in a suspected retaliation attack in Loruk (coded separately).",1,1646090678,KEN
1171,8850448,404,KEN8157,8157,12-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya); Turkana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,1,Opera News (Kenya); Kenya Standard,National,"On 12 February 2022, suspected Pokot pastoralist militia ambushed Turkana herders grazing livestock in Kainuk (Turkana South, Turkana County). One herder was shot dead and another one injured during the incident, as the militia made away with over 20 goats",1,1645475952,KEN
1173,9105714,404,KEN8124,8124,5-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Taxi Drivers (Kenya),7,47,Eastern Africa,Kenya,Baringo,Tiaty,Tirioko,Kapedo,1.1692,36.0955,2,Twitter; Citizen (Kenya),New media-National,"On 5 February 2022, suspected Pokot militia shot and killed a motorcycle rider (boda boda) along the Lomelo-Kapedo road, near Kapendo (Tiaty, Baringo county).",1,1650311548,KEN
1174,9105982,404,KEN8129,8129,5-Feb-22,2022,1,Violence against civilians,Attack,Turkana Ethnic Militia (Kenya),,4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,West Pokot,Pokot North,Alale,Turkwel River,2.3,35.2333,2,Kenya Broadcasting Corporation,National,"On 5 February 2022, suspected Turkana militia staged a retaliatory attack against the Pokot community in Lokeke village near Turkwel River (Pokot North, West Pokot) and made away with more than 100 goats. Casualties unknown.",0,1650311549,KEN
1176,9105712,404,KEN8122,8122,4-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Women (Kenya),7,47,Eastern Africa,Kenya,Laikipia,Laikipia North,Mugogodo West,Mukogodo,0.4833,36.9333,2,K24; Citizen (Kenya); Twitter,New media-National,"On 4 February 2022, presumed Pokot militia attacked Ewaso centre near Mukogodo (Laikipia North, Laikipia), killing one woman.",1,1650311548,KEN
1177,9105710,404,KEN8116,8116,3-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana South,Lobokat,Kainuk,1.7745,35.506,2,Twitter; Citizen (Kenya),New media-National,"On 3 February 2022, about 20 suspected Pokot pastoralist militia attacked Karenyang and Ecolodge villages in Kainuk (Turkana South, Turkana). More than 3000 livestock were stolen and several people sustained injuries during the incident.",0,1650311548,KEN
1179,8818626,404,KEN8110,8110,1-Feb-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),,7,47,Eastern Africa,Kenya,Baringo,Marigat,Mochongoi,Sinoni,0.4074,36.2005,1,Star (Kenya),National,"On 1 February 2022, suspected Pokot militia attacked Sinoni village (Marigat, Baringo county), killing two brothers aged 29 and 26 years.",2,1644260439,KEN
1180,8900691,404,KEN8266,8266,1-Feb-22,2022,1,Violence against civilians,Attack,Toposa Ethnic Militia (South Sudan),,4,Civilians (Kenya),Pastoralists (Kenya); Turkana Ethnic Group (Kenya),7,47,Eastern Africa,Kenya,Turkana,Turkana West,Nanaam,Nanam,4.3,34.68,2,Star (Kenya),National,"On 1 February 2022, presumed Toposa militia from South Sudan, attacked members of the Turkana ethnic group in Kapetadie within Nanam ward, coded as Nanam (Turkana West, Turkana county). 4 people were killed and 2 others injured, during the incident.",4,1647287810,KEN
1181,8818627,404,KEN8106,8106,31-Jan-22,2022,1,Violence against civilians,Attack,Pokot Ethnic Militia (Kenya),Pastoralists (Kenya),4,Civilians (Kenya),Pastoralists (Kenya),7,47,Eastern Africa,Kenya,Baringo,Marigat,Marigat,Marigat,0.4667,35.9833,2,Star (Kenya),National,"On 31 January 2022, suspected Pokot pastoralist militia, attacked herders watering animals at Arabal river near Marigat (Marigat, Baringo county). One person was killed; two others injured and close to 40 cattle stolen during the incident",1,1644260439,KEN
