OBJECTID,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2310,9178912,404,KEN5763,5763,13 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kisumu,Kisumu East,Kolwa Central,Nyalenda,-0.15,34.75,1,AFP,International,"On 13 October 2017, 20 people were admitted to hospital during running battles between NASA protesters and the police in Kisumu. Four people had gunshot wounds including one man in a critical condition who had been shot in the neck.",0,1651181548,KEN
2311,4694154,404,KEN5759,5759,11 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Daily Nation (Kenya),National,Demonstrations started peacefully but turned chaotic in Homa Bay town. The rioters snatched a firearm from a police officer and threw it in a shed which they set ablaze. The mobs also threw stones at Homa Bay police station.,0,1618560941,KEN
2312,4694155,404,KEN5760,5760,11 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Daily Nation (Kenya),National,"Demonstrators clash with police in Siaya, the clash results in gunshot wounds.",0,1552576749,KEN
2319,4694504,404,KEN5752,5752,09 October 2017,2017,1,Protests,Protest with intervention,Protesters (Kenya),NASA: National Super Alliance,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Daily Nation (Kenya),National,Police disperse anti-IEBC protests in Saiya. No report of violence from demonstrators.,0,1552576750,KEN
2320,4694505,404,KEN5754,5754,09 October 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),NASA: National Super Alliance,6,,,0,60,Eastern Africa,Kenya,Vihiga,Vihiga,Lugaga-Wamuluma,Vihiga,0.0802,34.7237,1,Daily Nation (Kenya),National,"In Vihiga, MPs Alfred Agoi (Sabatia) and Ernest Kagesi (Vihiga) led protests. They asked voters not to take part in the October 26 poll if reforms demanded by Nasa are not effected",0,1552576750,KEN
2321,4694506,404,KEN5755,5755,09 October 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),NASA: National Super Alliance,6,,,0,60,Eastern Africa,Kenya,Taita Taveta,Voi,Mbololo,Voi,-3.3961,38.5561,1,Daily Nation (Kenya),National,More than 200 anti-IEBC demonstrators converged at a petrol station on the turn-off to Voi town and marched peacefully to the Scripture Mission Centre,0,1618560940,KEN
2323,4694716,404,KEN5753,5753,09 October 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),NASA: National Super Alliance,6,,,0,60,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,1,Daily Nation (Kenya),National,"In Lamu, hundreds of protesters at the Milano area in Lamu town marched to the IEBC offices declaring 'Chiloba must go'",0,1618560940,KEN
2324,4694736,404,KEN5750,5750,09 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Makueni,Kibwezi West,Makindu,Makindu,-2.2833,37.8167,1,Daily Nation (Kenya),National,NASA protesters light fires in Makindu and are dispersed by police.,0,1552576750,KEN
2327,9234095,404,KEN5743,5743,09 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,AP,International,"On 9 October 2017, NASA held anti-IEBC demonstrations in Homa Bay. Businesses were shut as protesters blocked roads, lit fires and marched on the streets.",0,1652377486,KEN
2342,9234106,404,KEN5738,5738,06 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Daily Nation (Kenya),National,"On 6 October 2017, one person suffered gunshots wounds as police and anti-IEBC demonstrators clashed in Homa Bay town.",0,1652377486,KEN
2346,4696477,404,KEN5731,5731,02 October 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),NASA: National Super Alliance,6,,,0,60,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,PANAPRESS,Regional,Anti-IEBC protests in Kitui,0,1552576752,KEN
2347,4696496,404,KEN5733,5733,02 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Daily Nation (Kenya),National,"In Homa Bay, Nasa supporters lit bonfires as they demanded the removal of IEBC CEO Ezra Chiloba and other officials accused of bungling August 8 polls.",0,1618560938,KEN
2350,6128939,404,KEN6580,6580,02 October 2017,2017,2,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kajiado,Kajiado Central,Ildamat,Kajiado,-1.85,36.7833,1,Twitter,New media,There were anti-IEBC demonstrations in Kajiado,0,1571164644,KEN
2358,9234109,404,KEN5729,5729,02 October 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Xinhua,International,"On 2 October 2017, One person died in Siaya County of Western Kenya after collapsing in a protest against the Independent Electoral and Boundaries Commission (IEBC) in the opposition stronghold.",1,1652377486,KEN
2362,7687863,404,KEN5724,5724,29 September 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya),National,"Police use teargas to disperse Egerton University students in Nakuru town. The students were violently protesting new examinations fees on September 29, 2017.",0,1618560937,KEN
2363,5273782,404,KEN6174,6174,28 September 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,2,Star (Kenya),National,"A 65-year-old man was lynched by angry villagers in Kochia, Rangwe sub-county on Thursday afternoon for allegedly being a witch.",1,1618560976,KEN
2366,6128235,404,KEN6576,6576,27 September 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Students (Kenya),5,,,0,50,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet West,Kapsowar,Elegeyo-Marakwet,0.99,35.55,1,Twitter,New media,Students at Marakwet Boys School rioted and set fire to their dormitories. ,0,1618561008,KEN
2373,9154413,404,KEN6173,6173,26 September 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Jubilee Party,6,,,0,60,Eastern Africa,Kenya,Muranga,Kiharu,Township,Muranga,-0.7166,37.15,1,Daily Nation (Kenya),National,President Uhuru Kenyatta's supporters hold anti-opposition demonstrations in Murang'a town. President Uhuru Kenyatta said the government will not allow the IEBC officials to be removed from office unconstitutionally.,0,1650929910,KEN
2374,5273777,404,KEN6169,6169,25 September 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),Students (Kenya),6,,,0,60,Eastern Africa,Kenya,Makueni,Kibwezi West,Kikumbulyu South,Kibwezi,-2.4112,37.9652,1,Star (Kenya),National,Students of a school in Makueni county marched to the sub-county headquarters in Kibwezi town on Monday in protest against their deputy principal.,0,1618560976,KEN
2384,9154437,404,KEN5713,5713,19 September 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,,,0,50,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,1,Daily Nation (Kenya),National,"Supporters of President Kenyatta protest against the Supreme Court's decision to annul the elections in the strongholds of Nakuru, Kikuyu, Nyeri and Eldoret towns. In Nakuru, protestors barricaded the Nakuru-Nairobi highway, paralysing transport.",0,1650929910,KEN
2387,9154465,404,KEN5717,5717,19 September 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kirinyaga,Kirinyaga Central,Kerugoya,Kerugoya,-0.4989,37.2803,1,Kenya Standard,National,Pro-Jubilee protesters blocked the road to the Kerugoya Law Courts and burned an effigy of Narc-Kenya leader Martha Karua for the hearing of her petition against the election of Kirinyaga governor Anne Waiguru of the Jubilee coalition. Anti-riot police were called in to disperse the rowdy protesters.,0,1650929911,KEN
2388,5273466,404,KEN5711,5711,17 September 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Labour Group (Kenya); Vigilante Group (Kenya),5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kilifi,Kaloleni,Kaloleni,Kaloleni,-3.8167,39.6269,1,Daily Nation (Kenya),National,"At least 28 houses have been burnt down in Kaloleni Estate, Kisumu County, by a group of suspected boda boda operators in search of motorcycle thieves.",0,1561469151,KEN
2389,5273465,404,KEN5710,5710,14 September 2017,2017,1,Protests,Protest with intervention,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kisii,Nyaribari Masaba,Ichuni,Keroka,-0.7833,34.95,1,Star (Kenya),National,Police arrested demonstrators in Keroka town in Nyamira County. The demonstrators were protesting against President Kenyatta's verbal attacks against the judiciary.,0,1561469151,KEN
2395,9403178,404,KEN5707,5707,12 September 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Star (Kenya),National,"Police in Mwingi shot in the air to disperse angry residents whom had turned against Jubilee Party members on a campaign trail. The group, which carried Raila Odinga and Kalonzo Musyoka's posters, hurled stones at the motorcade smashing windows of several cars.",0,1657574725,KEN
2403,5273459,404,KEN5702,5702,07 September 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),Government of Kenya (2013-),7,57,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Daily Nation (Kenya),National,Unknown people have torched the offices of Homa Bay Governor on Thursday night. Police arrested one person following the incident,0,1618560935,KEN
2405,5273704,404,KEN6048,6048,06 September 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Lamu,Lamu West,Hindi,Hindi,-2.1749,40.8199,1,Daily Nation (Kenya),National,Residents in Hindi rioted and blockaded the road to protest the killing of people by Al Shabaab. The police fired into the air to disperse the crowd.,0,1561469151,KEN
2411,4704240,404,KEN5698,5698,04 September 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,3,Daily Nation (Kenya),National,"Residents of Bonyamatutu village in Nyamira County, the home of Chief Justice Maraga, protest against Kenyatta's verbal attacks on the judiciary.",0,1618560935,KEN
2426,9154615,404,KEN6561,6561,23 August 2017,2017,2,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,,,0,50,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,Twitter,New media,Youths armed with sticks and placards stormed the Siaya county offices and evicted civil servants who do not support the new governor.,0,1650929911,KEN
2427,4707028,404,KEN5691,5691,22 August 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Kericho,Ainamoi,Kipchebor,Kericho,-0.3677,35.2831,2,Daily Nation (Kenya),National,"Residents storm Kaptebeswet Secondary School in Kipchebor Ward after unknown people kill a security guard and a student. It is unknown whether the killings were political, criminal or personal.",0,1552576856,KEN
2437,5273450,404,KEN5684,5684,15 August 2017,2017,1,Protests,Excessive force against protesters,Protesters (Kenya),,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kisumu,Kisumu East,Kolwa Central,Nyalenda,-0.15,34.75,1,Daily Nation (Kenya),National,"Baby Pendo was allegedly hit in the head by a police officer using a baton in Nyalenda, Kisumu County, leading to her death on August 15.",1,1561469151,KEN
2447,5273440,404,KEN5670,5670,13 August 2017,2017,2,Riots,Mob violence,Rioters (Kenya),NASA: National Super Alliance,5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Migori,Awendo,Central Sakwa,Awendo,-0.9,34.5333,1,Kenya Standard,National,"After the riots in western Kenya, small scale traders in Awendo were counting losses after their kiosks were destroyed by rioters",0,1618560933,KEN
2448,5273441,404,KEN5671,5671,13 August 2017,2017,2,Riots,Mob violence,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Siaya,Ugenya,East Ugenya,Bondo,0.2386,34.2694,1,Kenya Standard,National,"After the riots in western Kenya, small scale traders in Bondo were counting losses after their kiosks were destroyed by rioters. It was reported that police killed two during the riots.",2,1561469151,KEN
2449,5273442,404,KEN5672,5672,13 August 2017,2017,2,Riots,Mob violence,Rioters (Kenya),NASA: National Super Alliance,5,Civilians (Kenya),Labour Group (Kenya),7,57,Eastern Africa,Kenya,Migori,Rongo,Central Kamagambo,Rongo,-0.7667,34.6,1,Kenya Standard,National,"After the riots in western Kenya, small scale traders in Rongo were counting losses after their kiosks were destroyed by rioters t",0,1561469151,KEN
2452,5899559,404,KEN5678,5678,13 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,AFP; Star (Kenya),National-International,One person died during violent protest against the presidential election results in Homa Bay. Five casualty cases were reported by the Kenyan Red Cross Society.,1,1618560934,KEN
2461,5273437,404,KEN5663,5663,12 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Star (Kenya),National,Youth in Homa Bay protest against police violence by setting fire to market stalls. Included in the destruction was the home of an election chief.,0,1618560932,KEN
2462,5273698,404,KEN6042,6042,12 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Kisumu,Nyando,Ahero,Ahero,-0.1833,34.9166,1,Daily Nation (Kenya),National,In Ahero township 25 kiosks were torched by rioters protesting the election result.,0,1561469151,KEN
2468,6271198,404,KEN5667,5667,12 August 2017,2017,1,Protests,Excessive force against protesters,Protesters (Kenya),NASA: National Super Alliance,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Siaya,0.06,34.2861,1,HRW,Other,"A total of two people killed in Siaya protests after Kenyatta's victory (one fatality coded elsewhere). In Siaya county, relatives and two witnesses said that on August 12, police beat to death 17-year-old Kennedy Juma Otieno, after pursuing him from Kisumu's Busia Road, where they had dispersed protesters with teargas",1,1572403723,KEN
2470,7691387,404,KEN5662,5662,12 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-) General Service Unit,,1,15,Eastern Africa,Kenya,Nakuru,Nakuru North,Kabatini,Nakuru,-0.2441,36.142,3,Star (Kenya),National,Scores are injured when a vehicle clashes into Jubilee supporters in Nakuru county. Residents then engage police in running battles.,0,1618560932,KEN
2471,5273425,404,KEN5637,5637,11 August 2017,2017,1,Protests,Excessive force against protesters,Protesters (Kenya),NASA: National Super Alliance,6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Kisumu,Kisumu West,North West Kisumu,Maseno,-0.0042,34.6095,1,AFP,International,One protester is killed by police in Maseno,1,1561469151,KEN
2472,5273427,404,KEN5641,5641,11 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,,,0,50,Eastern Africa,Kenya,Embu,Manyatta,Ruguru-Ngandori,Manyatta,-0.4307,37.4803,1,Daily Nation (Kenya); Star (Kenya),National,"NASA members protested against the IEBC results, burning old tyers in Manyatta",0,1618560930,KEN
2473,5273428,404,KEN5642,5642,11 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kisumu,Kisumu East,Kolwa Central,Nyalenda,-0.15,34.75,1,Daily Nation (Kenya); Star (Kenya),National,"NASA members protested against the IEBC results, burning old tyers in Nyalenda. The demonstrators clashed with police and two died.",2,1561469151,KEN
2478,6270330,404,KEN5654,5654,11 August 2017,2017,1,Protests,Excessive force against protesters,Protesters (Kenya),Rioters (Kenya),6,Police Forces of Kenya (2013-),,1,16,Eastern Africa,Kenya,Siaya,Alego Usonga,Siaya Township,Anduro,0.0362,34.2882,2,HRW,Other,"Relatives and a witness said that police shot and killed Zacchaeus Okoth, a 21-year-old man from Anduro village, Siaya county, on the night of August 11, as the police used teargas and live bullets to disperse crowds of protesters after the announcement of Kenyatta's victory.",1,1572403722,KEN
2486,6270865,404,KEN5646,5646,11 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,HRW,Other,"Opposition demonstrators engage police in running battles after Kenyatta declared the winner of the election, a body is later found in the town",1,1618560931,KEN
2491,4710370,404,KEN6090,6090,10 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Lamu,Lamu West,Mkomami,Lamu,-2.2717,40.902,2,Daily Nation (Kenya),National,"Drama ensued in Lamu West after the returning officer was prevented from announcing the final results for the parliamentary seat. Return was not possible because chaos erupted when the RO and the candidate began fighting, breaking ballot boxes in the process. A number of injuries were reported.",0,1618560968,KEN
2497,9154381,404,KEN5632,5632,10 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),NASA: National Super Alliance,5,Rioters (Kenya),Jubilee Party,5,55,Eastern Africa,Kenya,Kisii,South Mugirango,Bogetenga,Nyamarambe,-0.7939,34.6424,2,Citizen (Tanzania),Regional,"Two people from rival political groups fought at Nduru Girls' Secondary School, a tallying centre in South Mugirango constituency.",0,1650929910,KEN
2499,4710572,404,KEN5625,5625,09 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),Police Forces of Kenya (2013-),5,55,Eastern Africa,Kenya,Tharaka-Nithi,Chuka,Karingani,Chuka,-0.3333,37.65,1,Daily Nation (Kenya),National,"Tharaka Nithi, supporters of some candidates clashed at Chuka Igambang'ombe constituency tallying centre at Chuka Boys' High over alleged malpractices. Police broke up physical fights between supporters of rival candidates.",0,1618560928,KEN
2501,5273421,404,KEN5627,5627,09 August 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),NASA: National Super Alliance,6,,,0,60,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Star (Kenya),National,"Hundreds of Homa Bay youths held a peaceful demonstration on Wednesday, after learning of the president Uhuru's lead on Raila Odinga.",0,1618560928,KEN
2503,6128200,404,KEN6553,6553,09 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Elgeyo Marakwet,Marakwet East,Sambirir,Chesoi,1.0708,35.5788,1,Twitter,New media,"A crowd of people rioted at the Chesoi tallying centre. Police fired into the crowd, killing a 15 year old girl. ",1,1618561007,KEN
2514,6127736,404,KEN6551,6551,08 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kitui,Kitui Central,Township,Kitui,-1.3667,38.0167,1,Twitter,New media,Voters in Kitui beat up the county official who was attempting to buy votes for his candidate. ,0,1571164643,KEN
2519,6128100,404,KEN6546,6546,08 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyamira,Nyamira,Bogichora,Nyamira,-0.5666,34.9167,1,Twitter,New media,Voters rioted in Nyamira when several polling stations had failures. Police suppressed the voters. ,0,1618561006,KEN
2523,6128818,404,KEN6538,6538,08 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Busia,Bunyala,Bunyala West,Bukoma,0.0667,33.95,1,Twitter,New media,Voters in Budalangi rioted and attacked people with ballot papers. The police tried to prevent the crowd from surging. ,0,1618561006,KEN
2525,6129187,404,KEN6543,6543,08 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Nakuru,Kuresoi North,Kiptororo,Kuresoi,-0.3012,35.5321,1,Twitter,New media,Voters at Kuresoi chased the local MP from the polling station.,0,1571164645,KEN
2527,9154604,404,KEN6539,6539,08 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),ODM: Orange Democratic Movement,5,Rioters (Kenya),Jubilee Party,5,55,Eastern Africa,Kenya,Kilifi,Kilifi South,Mwarakaya,Chonyi,-3.7806,39.6791,1,Twitter,New media,"Supporters of the ODM and Jubilee candidates in Chonyi, Kilifi, clashed at 3am on voting day. 1 person was killed.",1,1650929911,KEN
2528,4711164,404,KEN5619,5619,07 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kitui,Mwingi North,Tharaka,Tharaka,-0.3086,38.0269,1,Daily Nation (Kenya),National,A Kitui County executive committee member was attacked by voters over allegations of vote buying. The executive sustained a serious head wound before being handed over to police.,0,1552576861,KEN
2534,9403179,404,KEN5622,5622,07 August 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Civilians (Kenya),,7,57,Eastern Africa,Kenya,Kitui,Mwingi Central Sub- County,Kivou,Mwingi,-0.9333,38.0667,1,Daily Nation (Kenya),National,A Kitui County executive committee member was attacked by voters over allegations of vote buying.,0,1657574725,KEN
2540,6129333,404,KEN6530,6530,04 August 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Homa Bay Town,Homa Bay Central,Homa Bay,-0.5273,34.4571,1,Twitter,New media,"Rioters threw stones at an ODM candidate's vehicle as it travelled from Kabunde airstrip, in Homa Bay. ",0,1618561005,KEN
2545,5273412,404,KEN5614,5614,02 August 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Siaya,Ugenya,Ukwala,Ukwala,0.1904,34.1891,1,Daily Nation (Kenya),National,"Family, relatives and friends of IEBC ICT CEO Chris Msando staged peaceful demonstrations walking for five kilometres from their Lifunga village to Ukwala trading centre, Siaya County, protesting his brutal murder. The protesters asked the government to involve foreign agencies to investigate his murder.",0,1618560927,KEN
2547,6127641,404,KEN6528,6528,02 August 2017,2017,2,Riots,Mob violence,Rioters (Kenya),,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Nyeri,Nyeri South,Karima,Othaya,-0.5666,36.95,1,Twitter,New media,Youths stormed the home of the Othaya independent candidate after they heard a rumour that he had been hoarding ballot papers. Police arrested the youths. ,0,1618561005,KEN
2549,6256556,404,KEN5610,5610,01 August 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Makueni,Kibwezi West,Makindu,Makindu,-2.2833,37.8167,3,Capital FM,National,Nakumatt Holdings' workers protest over unpaid salaries along the Mombassa-Nairobi road. Unknown location; Makindu is halfway point.,0,1572403705,KEN
2560,5273407,404,KEN5606,5606,26 July 2017,2017,1,Riots,Mob violence,Rioters (Kenya),,5,Rioters (Kenya),,5,55,Eastern Africa,Kenya,Marsabit,Saku,Marsabit Central,Marsabit,2.333,37.983,1,Daily Nation (Kenya),National,Supporters of the two candidates in Marsabit threw stones at each other in Marsabit where President Kenyatta was expected to rally on wedsnesday.,0,1561469151,KEN
2561,9154596,404,KEN6525,6525,26 July 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party; NARC: National Rainbow Coalition,5,Police Forces of Kenya (2013-),,1,15,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kutus,-0.5753,37.3269,2,Twitter,New media,NARC supporters disrupted a Jubilee rally for the Kirinyaga candidate. The police fired into the air to disperse the crowd. One person was seriously injured. The candidate's campaign car was stolen.,0,1650929911,KEN
2562,9154426,404,KEN5604,5604,25 July 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),,5,Private Security Forces (Kenya),Jubilee Party,8,58,Eastern Africa,Kenya,Kirinyaga,Kirinyaga South,Nyangati,Kutus,-0.5753,37.3269,2,Daily Nation (Kenya),National,"Jubilee candidate's bodyguards fired shots in the air to disperse the youth who demanded to be paid after attending a rally. The youth blocked roads, attacked vehicles and injured some passengers.",0,1650929910,KEN
2583,5273769,404,KEN6159,6159,13 July 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Baringo,Mogotio,Kisanana,Mochongoi,0.0167,36.1,1,Star (Kenya),National,Pokot and Tugen herders clash for several hours in Kapkechir after an attack by the Pokot. The Pokot attackers killed four Tugen herder and stole their cattle. The attack led to a protest in nearby Mochongoi.,0,1561469151,KEN
2592,7691802,404,KEN6522,6522,12 July 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),NASA: National Super Alliance,5,,,0,50,Eastern Africa,Kenya,Homa Bay,Mbita,Kasgunga,Mbita,-0.4333,34.2,1,Twitter,New media,"Kenyatta and Ruto arrived in Mbita for a Jubilee rally, but were disrupted by youths chanting NASA songs. The youths chased them away from the rally.",0,1618561004,KEN
2593,9154595,404,KEN6520,6520,12 July 2017,2017,1,Riots,Violent demonstration,Rioters (Kenya),Jubilee Party,5,,,0,50,Eastern Africa,Kenya,Baringo,Baringo Central,Kabarnet,Kabarnet,0.4919,35.743,1,Twitter,New media,"Rowdy youth disrupted the NASA rally in Kabarnet, Baringo.",0,1650929911,KEN
2596,4718679,404,KEN6035,6035,10 July 2017,2017,1,Riots,Mob violence,Rioters (Kenya),Meru Ethnic Group (Kenya),5,Civilians (Kenya),Isiolo Communal Group (Kenya),7,57,Eastern Africa,Kenya,Meru,Igembe South,Maua,Maua,0.2321,37.9405,2,Kenya Standard,National,"A man from Isiolo was attacked by a mob at a market near Maua. The police intervened, but he died shortly afterwards.",1,1552576876,KEN
2608,5273382,404,KEN5575,5575,07 July 2017,2017,1,Protests,Peaceful protest,Protesters (Kenya),,6,,,0,60,Eastern Africa,Kenya,Nyeri,Mathira East,Karatina Town,Karatina,-0.4817,37.1251,1,Kenya Standard,National,"Residents in Karatina town, marched in the streets protesting the disqualification of Mr Mathenge candidacy to run for the elections",0,1618560924,KEN
